調查日期,國道名稱,國道編號,方向 ,樁號,里程,匝道編號,匝道編號 (舊),交流道名稱,匝道中文描述,出入國道,鋪面種類,與匝道起點距離,原始坐標E,原始坐標N,經緯度坐標Lon,經緯度坐標Lat,路幅寬,車道數,車道1寬,車道2寬,車道3寬,車道4寬,槽化區,槽化區寬,方位角,曲率半徑,縱向坡度,橫向坡度
2022/8/17,國道一號,N0010,往北,257K+000,257000,100257NE0L0,63,民雄交流道,北出,出,柔性,0,190332.313,2605496.993,120.41555072,23.55168885,4.943,1,3.874,0.000,0.000,0.000,有,0.000,0.497,855.048,-0.030,-0.009
2022/8/17,國道一號,N0010,往北,257K+000,257000,100257NE0L0,63,民雄交流道,北出,出,柔性,10,190337.093,2605505.750,120.41559720,23.55176810,5.286,1,3.937,0.000,0.000,0.000,有,0.088,0.508,543.169,-0.032,-0.004
2022/8/17,國道一號,N0010,往北,257K+000,257000,100257NE0L0,63,民雄交流道,北出,出,柔性,20,190341.962,2605514.451,120.41564454,23.55184684,5.419,1,3.979,0.000,0.000,0.000,有,0.170,0.527,834.330,-0.032,-0.006
2022/8/17,國道一號,N0010,往北,257K+000,257000,100257NE0L0,63,民雄交流道,北出,出,柔性,30,190347.050,2605523.029,120.41569403,23.55192449,5.583,2,0.032,4.136,0.000,0.000,有,0.203,0.539,318.324,-0.031,-0.018
2022/8/17,國道一號,N0010,往北,257K+000,257000,100257NE0L0,63,民雄交流道,北出,出,柔性,40,190352.375,2605531.400,120.41574585,23.55200027,5.999,2,0.509,4.131,0.000,0.000,有,0.398,0.570,1669.892,-0.031,-0.027
2022/8/17,國道一號,N0010,往北,257K+000,257000,100257NE0L0,63,民雄交流道,北出,出,柔性,50,190358.130,2605539.572,120.41580190,23.55207427,6.833,2,1.374,4.200,0.000,0.000,有,0.531,0.576,757.149,-0.032,-0.018
2022/8/17,國道一號,N0010,往北,257K+000,257000,100257NE0L0,63,民雄交流道,北出,出,柔性,60,190363.964,2605547.643,120.41585872,23.55214737,7.679,2,2.217,4.266,0.000,0.000,有,0.887,0.589,6935.639,-0.033,-0.009
2022/8/17,國道一號,N0010,往北,257K+000,257000,100257NE0L0,63,民雄交流道,北出,出,柔性,70,190369.771,2605555.771,120.41591527,23.55222098,8.389,2,3.016,4.118,0.000,0.000,有,1.679,0.591,1997.666,-0.034,-0.003
2022/8/17,國道一號,N0010,往北,257K+000,257000,100257NE0L0,63,民雄交流道,北出,出,柔性,80,190375.553,2605563.951,120.41597158,23.55229505,8.843,2,3.558,4.015,0.000,0.000,有,3.238,0.586,2152.312,-0.034,-0.003
2022/8/17,國道一號,N0010,往北,257K+000,257000,100257NE0L0,63,民雄交流道,北出,出,柔性,90,190384.243,2605570.243,120.41605644,23.55235218,12.658,2,3.815,3.836,0.000,0.000,無,0.000,0.581,526.924,-0.031,-0.009
