調查日期,國道名稱,國道編號,方向 ,樁號,里程,匝道編號,匝道編號 (舊),交流道名稱,匝道中文描述,出入國道,鋪面種類,與匝道起點距離,原始坐標E,原始坐標N,經緯度坐標Lon,經緯度坐標Lat,路幅寬,車道數,車道1寬,車道2寬,車道3寬,車道4寬,槽化區,槽化區寬,方位角,曲率半徑,縱向坡度,橫向坡度
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,0,323332.814,2778401.671,121.72714820,25.11219138,7.060,1,5.156,0.000,0.000,0.000,無,0.000,0.419,1748.523,0.005,-0.040
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,10,323343.188,2778407.995,121.72725140,25.11224797,6.800,1,4.971,0.000,0.000,0.000,有,0.350,0.425,308.945,0.007,-0.040
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,20,323347.221,2778416.965,121.72729186,25.11232875,6.680,1,4.754,0.000,0.000,0.000,有,0.720,0.457,511.472,0.005,-0.040
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,30,323351.614,2778425.949,121.72733590,25.11240964,6.560,1,4.466,0.000,0.000,0.000,有,1.170,0.477,219.057,0.002,-0.040
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,40,323356.216,2778434.582,121.72738199,25.11248735,6.650,1,4.407,0.000,0.000,0.000,有,1.760,0.523,358.556,-0.006,-0.050
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,50,323361.071,2778443.160,121.72743059,25.11256455,6.710,1,4.740,0.000,0.000,0.000,有,2.150,0.551,200.996,-0.014,-0.060
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,60,323366.215,2778451.569,121.72748204,25.11264022,7.980,1,4.988,0.000,0.000,0.000,無,0.000,0.600,409.926,-0.019,-0.060
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,70,323371.716,2778459.664,121.72753702,25.11271303,8.030,1,4.983,0.000,0.000,0.000,無,0.000,0.625,536.113,-0.018,-0.050
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,80,323377.578,2778467.701,121.72759557,25.11278529,8.100,1,5.009,0.000,0.000,0.000,無,0.000,0.643,470.461,-0.021,-0.050
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,90,323383.510,2778475.669,121.72765481,25.11285694,7.940,1,5.049,0.000,0.000,0.000,無,0.000,0.665,1105.105,-0.030,-0.050
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,100,323389.614,2778483.448,121.72771575,25.11292687,7.760,1,4.987,0.000,0.000,0.000,無,0.000,0.674,10466.600,-0.034,-0.040
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,110,323395.775,2778491.329,121.72777725,25.11299771,7.640,1,5.000,0.000,0.000,0.000,無,0.000,0.675,17307.670,-0.039,-0.020
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,120,323402.275,2778498.948,121.72784211,25.11306618,7.990,1,4.948,0.000,0.000,0.000,無,0.000,0.675,7942.114,-0.046,-0.020
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,130,323408.554,2778506.720,121.72790478,25.11313603,8.080,1,4.912,0.000,0.000,0.000,無,0.000,0.674,2291.606,-0.045,-0.030
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,140,323414.720,2778514.591,121.72796635,25.11320679,8.050,1,4.804,0.000,0.000,0.000,無,0.000,0.670,779.714,-0.038,-0.010
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,150,323419.306,2778523.743,121.72801230,25.11328918,5.980,1,4.775,0.000,0.000,0.000,無,0.000,0.657,378.919,-0.033,0.000
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,160,323425.469,2778531.669,121.72807383,25.11336043,6.080,1,4.873,0.000,0.000,0.000,有,2.430,0.630,267.897,-0.026,0.020
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,170,323431.459,2778539.810,121.72813366,25.11343363,6.170,1,4.907,0.000,0.000,0.000,有,1.610,0.593,250.374,-0.018,0.030
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,180,323436.995,2778548.229,121.72818900,25.11350937,5.900,1,4.714,0.000,0.000,0.000,有,0.840,0.553,,-0.013,0.040
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NE000,13,基隆交流道,北出,出,柔性,189.233,323441.756,2778556.225,121.72823663,25.11358132,11.770,1,4.431,0.000,0.000,0.000,有,0.000,0.000,,,0.030
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,0,323558.539,2778620.909,121.72939803,25.11415957,10.680,1,6.935,0.000,0.000,0.000,無,0.000,0.343,333.757,-0.003,0.000
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,10,323571.741,2778626.971,121.72952926,25.11421364,10.020,1,5.495,0.000,0.000,0.000,無,0.000,0.313,3048.202,0.005,0.000
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,20,323575.061,2778636.464,121.72956268,25.11429918,10.180,1,5.355,0.000,0.000,0.000,無,0.000,0.310,1230.425,0.018,-0.010
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,30,323578.379,2778645.902,121.72959608,25.11438422,10.470,1,5.241,0.000,0.000,0.000,無,0.000,0.302,684.590,0.029,-0.020
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,40,323581.561,2778655.493,121.72962815,25.11447065,10.580,1,5.099,0.000,0.000,0.000,無,0.000,0.287,521.429,0.038,-0.010
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,50,323584.526,2778665.123,121.72965807,25.11455744,10.560,1,5.082,0.000,0.000,0.000,無,0.000,0.268,838.921,0.048,0.000
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,60,323586.080,2778675.160,121.72967401,25.11464797,9.230,1,5.029,0.000,0.000,0.000,無,0.000,0.256,501.206,0.051,0.030
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,70,323588.548,2778684.928,121.72969900,25.11473603,9.090,1,4.863,0.000,0.000,0.000,無,0.000,0.236,262.343,0.053,0.040
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,80,323590.803,2778694.807,121.72972189,25.11482511,9.000,1,4.764,0.000,0.000,0.000,無,0.000,0.198,202.107,0.049,0.040
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,90,323592.615,2778704.884,121.72974041,25.11491599,9.000,1,4.891,0.000,0.000,0.000,無,0.000,0.148,173.596,0.047,0.030
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,100,323594.054,2778715.078,121.72975521,25.11500794,9.060,1,4.951,0.000,0.000,0.000,無,0.000,0.091,184.379,0.048,0.030
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,110,323595.154,2778725.233,121.72976667,25.11509957,9.130,1,5.218,0.000,0.000,0.000,無,0.000,0.036,1.594,0.049,0.030
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,120,323597.471,2778735.404,121.72979018,25.11519127,10.920,1,5.227,0.000,0.000,0.000,無,0.000,6.281,337.197,0.048,0.020
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,130,323597.680,2778745.660,121.72979281,25.11528385,10.990,1,4.952,0.000,0.000,0.000,無,0.000,6.252,287.956,0.051,0.020
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,140,323597.299,2778755.935,121.72978958,25.11537662,10.930,1,4.648,0.000,0.000,0.000,無,0.000,6.217,277.741,0.045,0.020
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,150,323596.452,2778766.158,121.72978173,25.11546895,10.830,1,4.711,0.000,0.000,0.000,無,0.000,6.181,903.220,0.045,0.010
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,160,323595.505,2778776.182,121.72977288,25.11555949,10.880,1,4.941,0.000,0.000,0.000,無,0.000,6.170,3318.269,0.048,0.010
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,170,323594.363,2778786.180,121.72976209,25.11564980,10.890,1,4.970,0.000,0.000,0.000,無,0.000,6.167,1104.529,0.048,0.000
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,180,323592.579,2778795.980,121.72974492,25.11573836,10.200,1,4.993,0.000,0.000,0.000,無,0.000,6.176,340.755,0.042,-0.010
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,190,323590.019,2778805.657,121.72972007,25.11582585,8.790,1,5.098,0.000,0.000,0.000,無,0.000,6.205,368.989,0.038,-0.020
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,200,323589.067,2778815.468,121.72971115,25.11591446,8.780,1,5.055,0.000,0.000,0.000,無,0.000,6.233,237.271,0.039,-0.030
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,210,323588.352,2778825.382,121.72970459,25.11600399,8.580,1,5.072,0.000,0.000,0.000,無,0.000,6.275,1.605,0.045,-0.040
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,220,323588.214,2778835.131,121.72970374,25.11609201,8.500,1,4.913,0.000,0.000,0.000,無,0.000,0.047,191.635,0.046,-0.040
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,230,323588.700,2778844.879,121.72970908,25.11617998,8.630,1,4.906,0.000,0.000,0.000,無,0.000,0.100,174.112,0.044,-0.050
2022/4/26,國道一號,N0010,往北,001K+000,1000,100001NI000,14,基隆交流道,北入,入,柔性,240,323589.674,2778854.628,121.72971926,25.11626794,8.610,1,5.159,0.000,0.000,0.000,無,0.000,0.157,121.905,0.043,-0.050
